COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
,,,,,,,Joyjit Mukherjee,,,,,
,,,,,,,BVVSN Prabhakar Rao,F102,W,7,,
,,,,,,,Joyjit Mukherjee,,,,,
,,Practical,,,,1,Amgith.G.S,I012,W,4 5,,
,,,,,,,Shubham Deepak Yadav,,,,,
,,,,,,2,Amgith.G.S,I012,M,4 5,,
,,,,,,,Shubham Deepak Yadav,,,,,
,,,,,,3,Syed Ershad Ahmed,I013,Th,4 5,,
,,,,,,,Nongthombam Joychandra Singh,,,,,
,,,,,,,Sohel Siraj,,,,,
,,,,,,4,Ponnalagu R N,I013,M,8 9,,
,,,,,,,Nongthombam Joychandra Singh,,,,,
,,,,,,,Sohel Siraj,,,,,
,,,,,,5,Gowtham Polumati,I013,W,4 5,,
,,,,,,,Mou Sarkar,,,,,
,,,,,,6,Amit Kumar Panda,I012,T,6 7,,
,,,,,,,Gowtham Polumati,,,,,
,,,,,,,Mou Sarkar,,,,,
,,,,,,7,Niranjan Raj,I012,M,8 9,,
,,,,,,,Aditya Tiwari,,,,,
,,,,,,,N Praneeth,,,,,
,,,,,,8,Neha Tak,I012,T,4 5,,
,,,,,,,Aditya Tiwari,,,,,
,,,,,,,N Praneeth,,,,,
,,,,,,9,Neha Tak,I013,F,4 5,,
,,,,,,,Isha Basumatary,,,,,
,,,,,,,Vanmathi S,,,,,
,,,,,,10,Ponnalagu R N,I012,F,4 5,,
,,,,,,,Isha Basumatary,,,,,
,,,,,,,Vanmathi S,,,,,
,,,,,,11,Kandi Mounika,I012,M,6 7,,
,,,,,,,Abbidi Shivani Reddy,,,,,
,,,,,,12,Kandi Mounika,I013,T,4 5,,
,,,,,,,Nandini Ashokkumar Trivedi,,,,,
,,,,,,13,Baishali Paul,I013,M,6 7,,
,,,,,,,Nandini Ashokkumar Trivedi,,,,,
,,,,,,14,Baishali Paul,I013,T,6 7,,
,,,,,,,Abbidi Shivani Reddy,,,,,
,,,,,,15,Shaik sultan,I012,Th,4 5,,
,,,,,,,Pavar Sai Kumar,,,,,
,,,,,,16,Shaik sultan,I013,M,4 5,,
,,,,,,,Pavar Sai Kumar,,,,,
,,Tutorial,,,,1,TO BE ANNOUNCED,I113,T,9,,
,,,,,,2,TO BE ANNOUNCED,I113,Th,9,,
,,,,,,3,Ponnalagu R N,I114,T,9,,
,,,,,,4,Ponnalagu R N,I114,Th,9,,
,,,,,,5,BVVSN Prabhakar Rao,I122,T,9,,
,,,,,,6,BVVSN Prabhakar Rao,I122,Th,9,,
,,,,,,7,Soumya J,I210,Th,9,,
,,,,,,8,Joyjit Mukherjee,I210,T,9,,
,,,,,,9,Niranjan Raj,I212,T,9,,
,,,,,,10,Pritesh Kumar Yadav,I221,T,9,,
,,,,,,11,Pritesh Kumar Yadav,I211,Th,9,,
