COM CODE,COURSE NO.,COURSE TITLE,CREDITS - L,CREDITS - P,CREDITS - U,SEC,INSTRUCTOR-IN-CHARGE/INSTRUCTOR,ROOM,DAYS,HOURS,COMPRE DATE,SESSION
,,,,,,8,Neha Tak,WS,W,4 5,,
,,,,,,,Kommanaboina Mahender,,,,,
,,,,,,,Swati patro,,,,,
,,Tutorial,,,,1,Ankur Bhattacharjee,I122,T,1,,
,,,,,,2,Ankur Bhattacharjee,I122,Th,7,,
,,,,,,3,Mithun Mondal,I210,T,1,,
,,,,,,4,Mithun Mondal,I210,Th,7,,
,,,,,,5,Neha Tak,I211,T,1,,
,,,,,,6,Neha Tak,I211,T,9,,
,,,,,,7,Neha Tak,I211,Th,7,,
1078,EEE F212,ELECTROMAGNETIC THEO I,3,-,3,1,Sashideep Gutti,G201,M W F,3,11-Dec,AN
,,,,,,2,VSN Murthy,G202,M W F,3,,
,,,,,,3,TO BE ANNOUNCED,G203,M W F,3,,
,,,,,,4,RAHUL NIGAM,F103,M W F,3,,
,,,,,,5,Swastik Bhattacharya,G204,M W F,3,,
,,,,,,6,Asrarul Haque,G103,M W F,3,,
,,Tutorial,,,,1,Sashideep Gutti,G201,Th,1,,
,,,,,,2,VSN Murthy,G202,Th,1,,
,,,,,,3,Debanjan Polley,G203,Th,1,,
,,,,,,4,Rahul Nigam,F107,Th,1,,
,,,,,,5,Swastik Bhattacharya,G204,Th,1,,
,,,,,,6,Asrarul Haque,G103,Th,1,,
1080,EEE F214,ELECTRONIC DEVICES,3,-,3,1,SAYAN KANUNGO,F105,M W F,2,06-Dec,AN
,,,,,,2,S K Chatterjee,F104,M W F,2,,
,,Tutorial,,,,1,Sayan Kanungo,I212,T,1,,
,,,,,,2,S K Chatterjee,I213,Th,9,,
,,,,,,3,S K Chatterjee,I213,T,1,,
,,,,,,4,S K Chatterjee,I213,Th,7,,
,,,,,,5,Parikshit Parshuram Sahatiya,I212,Th,7,,
,,,,,,6,Sk Masum Nawaz,I221,T,1,,
,,,,,,7,Sk Masum Nawaz,I221,Th,7,,
1079,EEE F215,DIGITAL DESIGN,3,1,4,1,PONNALAGU R N,F105,T Th,2,04-Dec,AN
,,,,,,,Ponnalagu R N,F105,W,7,,
,,,,,,2,BVVSN Prabhakar Rao,F102,T Th,2,,
,,,,,,,Joyjit Mukherjee,,,,,
,,,,,,,BVVSN Prabhakar Rao,F102,W,7,,
,,,,,,,Joyjit Mukherjee,,,,,
,,Practical,,,,1,Amgith.G.S,I012,W,4 5,,
,,,,,,,Shubham Deepak Yadav,,,,,
,,,,,,2,Amgith.G.S,I012,M,4 5,,
,,,,,,,Shubham Deepak Yadav,,,,,
,,,,,,3,Syed Ershad Ahmed,I013,Th,4 5,,
,,,,,,,Nongthombam Joychandra Singh,,,,,
,,,,,,,Sohel Siraj,,,,,
,,,,,,4,Ponnalagu R N,I013,M,8 9,,
,,,,,,,Nongthombam Joychandra Singh,,,,,
,,,,,,,Sohel Siraj,,,,,
,,,,,,5,Gowtham Polumati,I013,W,4 5,,
,,,,,,,Mou Sarkar,,,,,
,,,,,,6,Amit Kumar Panda,I012,T,6 7,,
,,,,,,,Gowtham Polumati,,,,,
,,,,,,,Mou Sarkar,,,,,
,,,,,,7,Niranjan Raj,I012,M,8 9,,
,,,,,,,Aditya Tiwari,,,,,
,,,,,,,N Praneeth,,,,,
,,,,,,8,Neha Tak,I012,T,4 5,,
,,,,,,,Aditya Tiwari,,,,,
,,,,,,,N Praneeth,,,,,
,,,,,,9,Neha Tak,I013,F,4 5,,
,,,,,,,Isha Basumatary,,,,,
,,,,,,,Vanmathi S,,,,,
,,,,,,10,Ponnalagu R N,I012,F,4 5,,
,,,,,,,Isha Basumatary,,,,,
,,,,,,,Vanmathi S,,,,,
,,,,,,11,Kandi Mounika,I012,M,6 7,,
,,,,,,,Abbidi Shivani Reddy,,,,,
,,,,,,12,Kandi Mounika,I013,T,4 5,,
,,,,,,,Nandini Ashokkumar Trivedi,,,,,
,,,,,,13,Baishali Paul,I013,M,6 7,,
,,,,,,,Nandini Ashokkumar Trivedi,,,,,
,,,,,,14,Baishali Paul,I013,T,6 7,,
,,,,,,,Abbidi Shivani Reddy,,,,,
,,,,,,15,Shaik sultan,I012,Th,4 5,,
,,,,,,,Pavar Sai Kumar,,,,,
,,,,,,16,Shaik sultan,I013,M,4 5,,
,,,,,,,Pavar Sai Kumar,,,,,
,,Tutorial,,,,1,TO BE ANNOUNCED,I113,T,9,,
,,,,,,2,TO BE ANNOUNCED,I113,Th,9,,
,,,,,,3,Ponnalagu R N,I114,T,9,,
,,,,,,4,Ponnalagu R N,I114,Th,9,,
,,,,,,5,BVVSN Prabhakar Rao,I122,T,9,,
,,,,,,6,BVVSN Prabhakar Rao,I122,Th,9,,
,,,,,,7,Soumya J,I210,Th,9,,
,,,,,,8,Joyjit Mukherjee,I210,T,9,,
,,,,,,9,Niranjan Raj,I212,T,9,,
,,,,,,10,Pritesh Kumar Yadav,I221,T,9,,
,,,,,,11,Pritesh Kumar Yadav,I211,Th,9,,
1657,EEE F266,STUDY PROJECT,-,-,3,1,S K CHATTERJEE,,,,,
1242,EEE F311,COMMUNICATION SYSTEMS,3,1,4,1,PRASANT KUMAR P,F105,M T Th,9,12-Dec,AN
,,,,,,2,Pranay agarwal,F104,M T Th,9,,
,,,,,,,Nitish Kumar Gupta,,,,,
,,Practical,,,,1,Prasant Kumar P,H106,T,4 5,,
,,,,,,,Chinthapalli Amulya,,,,,
,,,,,,,Sanjana Mathew,,,,,
,,,,,,2,Prasant Kumar P,H106,Th,4 5,,
,,,,,,,Sree Rama Amrutha Lahari,,,,,
,,,,,,,Yuvraj Maphrio Mao,,,,,
,,,,,,3,Nitish Kumar Gupta,H106,W,9 10,,
,,,,,,,Krishna KY KGR,,,,,
,,,,,,,Yuvraj Maphrio Mao,,,,,
,,,,,,4,Nitish Kumar Gupta,H106,Th,7 8,,
,,,,,,,Krishna KY KGR,,,,,
,,,,,,,Neha Parmar,,,,,
,,,,,,5,Subhradeep Pal,H106,T,7 8,,
,,,,,,,Annaram Sowjanya,,,,,
,,,,,,,Sanjana Mathew,,,,,
,,,,,,6,Prasant Kumar P,H106,F,8 9,,
,,,,,,,Chinthapalli Amulya,,,,,
,,,,,,,Sree Rama Amrutha Lahari,,,,,
,,Tutorial,,,,1,Prasant Kumar P,I211,W,8,,
,,,,,,2,Prashant Wali,I210,M,1,,
,,,,,,3,Prashant Wali,I210,W,1,,
,,,,,,4,Nitish Kumar Gupta,I211,M,1,,
,,,,,,5,Nitish Kumar Gupta,I211,W,1,,
1243,EEE F313,ANALOG & DIGITAL VLSI DES,3,-,3,1,SYED ERSHAD AHMED,F105,M W F,5,07-Dec,AN
,,Tutorial,,,,1,Syed Ershad Ahmed,I212,M,1,,
,,,,,,2,Chetan Kumar V,I213,M,1,,
,,,,,,3,Syed Ershad Ahmed,I212,W,1,,
,,,,,,4,Surya Shankar Dan,I213,W,1,,
1245,EEE F341,ANALOG ELECTRONICS,3,1,4,1,AMIT KUMAR PANDA,I212,M W F,4,04-Dec,FN
,,Practical,,,,,Amit Kumar Panda,LAB,Th,7 8,,
,,Tutorial,,,,,Amit Kumar Panda,I221,M,1,,
1902,EEE F348,FPGA BASED SYSTEM DESIGN,-,2,2,1,ANAKHI HAZARIKA,I124,Th,7 8,,
,,LAB,,,,,Aditi Sood,,,,,
,,,,,,,Anakhi Hazarika,I124,F,8 9,,
,,,,,,,Aditi Sood,,,,,
